term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def
failure sets,"\label{def:parametrizedfailuresets}
For every $k\geq 0$, $n\geq 2$, $\ell\in \Q_{\geq 0}$ and $p \in [0,1]\cap \Q$ let 
\begin{enumerate}[label={\rm(\arabic{*})}]
\item $\mathcal{F}^{\mathrm{M}}(k,n)$ $:=$ 
$\{$ $B\in\{0,\pm\}^I\colon I\in\binom{[n-1]^2}{k},\; 
\Prob_{\chio}[\mathcal{E}_B^{[n-1]^2}] \neq \Prob_{\lcf}[\mathcal{E}_B^{[n-1]^2}]$ $\}$ \quad ,
\item $\mathcal{F}_{\cdot\ell}^{\mathrm{M}}(k,n)$ $:=$ 
$\{$ $B\in\mathcal{F}^{\mathrm{M}}(k,n)\colon 
\Prob_{\chio}[\mathcal{E}_B^{[n-1]^2}] = \ell\cdot \Prob_{\lcf}[\mathcal{E}_B^{[n-1]^2}]$ $\}$ 
 $\subseteq$ $\mathcal{F}^{\mathrm{M}}(k,n)$ \quad ,
\item $\mathcal{F}_{=p}^{\mathrm{M}}(k,n) := $ 
$\{$ $B\in \mathcal{F}^{\mathrm{M}}(k,n)\colon 
\Prob_{\chio}[\mathcal{E}_B^{[n-1]^2}] = p$ $\}$ 
$\subseteq$ $\mathcal{F}^{\mathrm{M}}(k,n)$ \quad ,
\item\label{def:graphversionsofthefailuresets} 
$\mathcal{F}^{\mathrm{G}}(k,n) := 
\upXul^{k,n,n}(\mathcal{F}^{\mathrm{M}}(k,n))$, 
$\mathcal{F}_{\cdot \ell}^{\mathrm{G}}(k,n) := 
\upXul^{k,n,n}(\mathcal{F}_{\cdot\ell}^{\mathrm{M}}(k,n))$, \\ 
and $\mathcal{F}_{=p}^{\mathrm{G}}(k,n) := 
\upXul^{k,n,n}(\mathcal{F}_{=p}^{\mathrm{M}}(k,n))$.
\end{enumerate}
We abbreviate $\mathcal{F}^{\mathrm{M}}(k,n) := \mathcal{F}^{\mathrm{M}}(k,n,n)$, and 
analogously for all the other sets just defined.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For every k≥ 0, n≥ 2, ℓ∈_≥ 0 and p ∈ [0,1]∩ let 


  * ℱ^M(k,n) := 
{ B∈{0,±}^I I∈[n-1]^2k, _[ℰ_B^[n-1]^2] ≠_[ℰ_B^[n-1]^2] }   ,

  * ℱ_·ℓ^M(k,n) := 
{ B∈ℱ^M(k,n)_[ℰ_B^[n-1]^2] = ℓ·_[ℰ_B^[n-1]^2] } 
 ⊆ ℱ^M(k,n)   ,

  * ℱ_=p^M(k,n) := 
{ B∈ℱ^M(k,n)_[ℰ_B^[n-1]^2] = p } 
⊆ ℱ^M(k,n)   ,

  *  
ℱ^G(k,n) := 
^k,n,n(ℱ^M(k,n)), 
ℱ_·ℓ^G(k,n) := 
^k,n,n(ℱ_·ℓ^M(k,n)), 
 
and ℱ_=p^G(k,n) := 
^k,n,n(ℱ_=p^M(k,n)).

We abbreviate ℱ^M(k,n) := ℱ^M(k,n,n), and 
analogously for all the other sets just defined.",failure sets,"
For every k≥ 0, n≥ 2, ℓ∈_≥ 0 and p ∈ [0,1]∩ let 


  * ℱ^M(k,n) := 
{ B∈{0,±}^I I∈[n-1]^2k, _[ℰ_B^[n-1]^2] ≠_[ℰ_B^[n-1]^2] }   ,

  * ℱ_·ℓ^M(k,n) := 
{ B∈ℱ^M(k,n)_[ℰ_B^[n-1]^2] = ℓ·_[ℰ_B^[n-1]^2] } 
 ⊆ ℱ^M(k,n)   ,

  * ℱ_=p^M(k,n) := 
{ B∈ℱ^M(k,n)_[ℰ_B^[n-1]^2] = p } 
⊆ ℱ^M(k,n)   ,

  *  
ℱ^G(k,n) := 
^k,n,n(ℱ^M(k,n)), 
ℱ_·ℓ^G(k,n) := 
^k,n,n(ℱ_·ℓ^M(k,n)), 
 
and ℱ_=p^G(k,n) := 
^k,n,n(ℱ_=p^M(k,n)).

We abbreviate ℱ^M(k,n) := ℱ^M(k,n,n), and 
analogously for all the other sets just defined."
"matrix-circuit, $\Cir(s,n)$","\label{def:circuitofmatrixentrypositions}
For every $(s,t)\in\Z_{\geq 2}^2$ and every $L \subseteq [s-1]\times [t-1]$ 
with even $l := \lvert L \rvert$, the set $L$ is called a \emph{matrix-$l$-circuit} 
if and only if $\upX_{\{1\}^L}$ is a graph-theoretical $l$-circuit. 
Moreover, $\Cir(l,s,t):=\{ L\subseteq [s-1]\times [t-1]\colon \lvert L \rvert = l,\, 
\text{$L$ is a matrix-$l$-circuit}\}$ and $\Cir(l,n):=\Cir(l,n,n)$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For every (s,t)∈_≥ 2^2 and every L ⊆ [s-1]× [t-1] 
with even l := | L |, the set L is called a matrix-l-circuit 
if and only if _{1}^L is a graph-theoretical l-circuit. 
Moreover, (l,s,t):={ L⊆ [s-1]× [t-1]| L | = l, L is a matrix-l-circuit} and (l,n):=(l,n,n).","matrix-circuit, (s,n)","
For every (s,t)∈_≥ 2^2 and every L ⊆ [s-1]× [t-1] 
with even l := | L |, the set L is called a matrix-l-circuit 
if and only if _{1}^L is a graph-theoretical l-circuit. 
Moreover, (l,s,t):={ L⊆ [s-1]× [t-1]| L | = l, L is a matrix-l-circuit} and (l,n):=(l,n,n)."
"$(-)$-constant, $(+)$-proper vertex $2$-colouring of a 
signed graph","For a graph $X=(V,E)$ and a $\sigma\in \{\pm\}^E$, a function 
$\upc\in \{\pm\}^V$ is called 
\emph{($\sigma$, $-$)-constant, ($\sigma$, $+$)-proper} if and only if 
$\upc(u) = \upc(v)$ for every $e = uv\in \upE(X)$ with $\sigma(e) = -$ 
and 
$\upc(u) \neq \upc(v)$ for every $e = uv\in \upE(X)$ with $\sigma(e) = +$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"For a graph X=(V,E) and a σ∈{±}^E, a function 
∈{±}^V is called 
(σ, -)-constant, (σ, +)-proper if and only if 
(u) = (v) for every e = uv∈(X) with σ(e) = - 
and 
(u) ≠(v) for every e = uv∈(X) with σ(e) = +.","(-)-constant, (+)-proper vertex 2-colouring of a 
signed graph","For a graph X=(V,E) and a σ∈{±}^E, a function 
∈{±}^V is called 
(σ, -)-constant, (σ, +)-proper if and only if 
(u) = (v) for every e = uv∈(X) with σ(e) = - 
and 
(u) ≠(v) for every e = uv∈(X) with σ(e) = +."
rank-level-sets of matrices,"\label{def:ranksets}
For $(s,t)\in\Z_{\geq 2}^2$, $0\leq r \leq \min(s,t)$, $R$ an integral domain, 
$U\subseteq R$ and $\mathcal{R}\in\mathfrak{P}(\{0,1,\dotsc,\min(s,t)\})$  let 
$\Ra_r(U^{[s]\times[t]} )$ $:=$ $\{ A\in U^{[s]\times[t]}\colon \rk(A) = r\}$, 
$\Ra_{\mathcal{R}}(\{\pm\}^{[s]\times [t]}) := \bigsqcup_{r\in\mathcal{R}} 
\Ra_r(\{\pm\}^{[s]\times [t]})$ and 
$\Ra_{<r}(U^{[s]\times[t]} )$ $:=$ $\Ra_{\{0,1,\dotsc,r-1\}}(\{\pm\}^{[s]\times [t]})$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"
For (s,t)∈_≥ 2^2, 0≤ r ≤min(s,t), R an integral domain, 
U⊆ R and ℛ∈𝔓({0,1,…,min(s,t)})  let 
_r(U^[s]×[t] ) := { A∈ U^[s]×[t](A) = r}, 
_ℛ({±}^[s]× [t]) := _r∈ℛ_r({±}^[s]× [t]) and 
_<r(U^[s]×[t] ) := _{0,1,…,r-1}({±}^[s]× [t]).",rank-level-sets of matrices,"
For (s,t)∈_≥ 2^2, 0≤ r ≤min(s,t), R an integral domain, 
U⊆ R and ℛ∈𝔓({0,1,…,min(s,t)})  let 
_r(U^[s]×[t] ) := { A∈ U^[s]×[t](A) = r}, 
_ℛ({±}^[s]× [t]) := _r∈ℛ_r({±}^[s]× [t]) and 
_<r(U^[s]×[t] ) := _{0,1,…,r-1}({±}^[s]× [t])."
"$G_{s,t}$","For every $(s,t)\in\Z_{\geq 2}^2$ define $G_{s,t} := \bigl(\bigoplus_{1\leq i \leq s-1}\Z/2\bigr) \oplus \bigl(\bigoplus_{1\leq j\leq t-1}\Z/2\bigr)$.",/home/shufan/que_tex/HEINIGchiocondensationandrandomsignmatrices20110808.tex,definition[],"For every (s,t)∈_≥ 2^2 define G_s,t := (⊕_1≤ i ≤ s-1/2) ⊕(⊕_1≤ j≤ t-1/2).","G_s,t","For every (s,t)∈_≥ 2^2 define G_s,t := (⊕_1≤ i ≤ s-1/2) ⊕(⊕_1≤ j≤ t-1/2)."
Reduced Paths,"A path $(e_1, \, \ldots , \, e_m)$ is said to have \textit{backtracking} if for any $ i \, \in \lbrace 1, \, \ldots , \, m-1 \rbrace$, $e_i = e_{i+1}$
(traversed in opposite directions). A path with no backtracking is called \textit{proper} .\smallskip

A closed path is called \textit{primitive} if it is not obtained by going $n \, \geq \, 2$ times around some other closed path. \smallskip

% Here we need to add an illustrating example of tail in a path.

A proper closed path $C = (e_1, \, \ldots , \, e_m)$ is said to have a \textit{tail} if $\exists \, k \, \in \, \mathbb{N} $ such that
$e_{m-j+1} = e_{j}$ (traversed in opposite directions) for some $k$ consecutive values of $j$.  \smallskip

(For example, consider a path whose edges are $e_1, e_2, e_3 ,e_4$ where $e_1$ and $e_4$ are opposite orientations of same un-oriented edge say $e$. Here $m=4, j=1, k=1$ ) \smallskip







Proper tail-less closed paths are called \textit{reduced} closed paths. 
The set of reduced closed paths is denoted by $ \mathcal{C}$.",/home/shufan/que_tex/manuscript-with-corrections.tex,definition[],"A path (e_1,  … ,   e_m) is said to have backtracking if for any i  ∈{ 1,  … ,   m-1 }, e_i = e_i+1
(traversed in opposite directions). A path with no backtracking is called proper .

A closed path is called primitive if it is not obtained by going n  ≥  2 times around some other closed path. 



A proper closed path C = (e_1,  … ,   e_m) is said to have a tail if ∃  k  ∈ ℕ such that
e_m-j+1 = e_j (traversed in opposite directions) for some k consecutive values of j.  

(For example, consider a path whose edges are e_1, e_2, e_3 ,e_4 where e_1 and e_4 are opposite orientations of same un-oriented edge say e. Here m=4, j=1, k=1 ) 







Proper tail-less closed paths are called reduced closed paths. 
The set of reduced closed paths is denoted by 𝒞.",Reduced Paths,"A path (e_1,  … ,   e_m) is said to have backtracking if for any i  ∈{ 1,  … ,   m-1 }, e_i = e_i+1
(traversed in opposite directions). A path with no backtracking is called proper .

A closed path is called primitive if it is not obtained by going n  ≥  2 times around some other closed path. 



A proper closed path C = (e_1,  … ,   e_m) is said to have a tail if ∃  k  ∈ ℕ such that
e_m-j+1 = e_j (traversed in opposite directions) for some k consecutive values of j.  

(For example, consider a path whose edges are e_1, e_2, e_3 ,e_4 where e_1 and e_4 are opposite orientations of same un-oriented edge say e. Here m=4, j=1, k=1 ) 







Proper tail-less closed paths are called reduced closed paths. 
The set of reduced closed paths is denoted by 𝒞."
$\Gamma$-Equivalence Relation,"% Two reduced closed paths \\ $C, \, D \, \in \, \mathcal{C}$ 
% are said to be \textit{$\Gamma$-equivalent} , and written as $C \sim_{\Gamma} D$, 
% if there exists an automorphism $\gamma \, \in \, \Gamma$ such that $D = \gamma (C)$. 
% The set of $\Gamma$-equivalence classes of reduced closed paths is denoted by $[\mathcal{C}]_{\Gamma}$. 
Two reduced cycles $C, \, D \, \in \, \mathcal{R}$ are said to be $\Gamma$-equivalent, and written as $C \sim_{\Gamma} D$, 
if there exists an isomorphism $\gamma \, \in \, \Gamma$ such that $D = \gamma (C)$. 
The set of $\Gamma$-equivalence classes of reduced cycles is denoted by $[\mathcal{R}]_{\Gamma}$. 
The set of $\Gamma$-equivalence classes of prime cycles is denoted by $[\mathcal{P}]_{\Gamma}$.",/home/shufan/que_tex/manuscript-with-corrections.tex,definition[],"



Two reduced cycles C,   D  ∈ ℛ are said to be Γ-equivalent, and written as C ∼_Γ D, 
if there exists an isomorphism γ ∈ Γ such that D = γ (C). 
The set of Γ-equivalence classes of reduced cycles is denoted by [ℛ]_Γ. 
The set of Γ-equivalence classes of prime cycles is denoted by [𝒫]_Γ.",Γ-Equivalence Relation,"



Two reduced cycles C,   D  ∈ ℛ are said to be Γ-equivalent, and written as C ∼_Γ D, 
if there exists an isomorphism γ ∈ Γ such that D = γ (C). 
The set of Γ-equivalence classes of reduced cycles is denoted by [ℛ]_Γ. 
The set of Γ-equivalence classes of prime cycles is denoted by [𝒫]_Γ."
Zeta function,"$$ Z_{X, \, \Gamma}(u) \, := \, \prod\limits_{[C]_{\Gamma} \in [\mathcal{P}]_{\Gamma}} (1\, - \, u^{\ell(C)} )^{-\frac{1}{|\Gamma_{C}|}}$$ 
The above product converges for $u \in \C$ such that $|u| < \dfrac{1}{q}$.",/home/shufan/que_tex/manuscript-with-corrections.tex,definition[],"
    Z_X,  Γ(u)   :=  ∏_[C]_Γ∈ [𝒫]_Γ (1  -   u^ℓ(C) )^-1/|Γ_C|
 
The above product converges for u ∈ such that |u| < 1q.",Zeta function,"
    Z_X,  Γ(u)   :=  ∏_[C]_Γ∈ [𝒫]_Γ (1  -   u^ℓ(C) )^-1/|Γ_C|
 
The above product converges for u ∈ such that |u| < 1q."
$\Gamma$-equivalent,"[$\Gamma$-Equivalence Relation]
% Two reduced closed paths \\ $C, \, D \, \in \, \mathcal{C}$ 
% are said to be \textit{$\Gamma$-equivalent} , and written as $C \sim_{\Gamma} D$, 
% if there exists an automorphism $\gamma \, \in \, \Gamma$ such that $D = \gamma (C)$. 
% The set of $\Gamma$-equivalence classes of reduced closed paths is denoted by $[\mathcal{C}]_{\Gamma}$. 
Two reduced cycles $C, \, D \, \in \, \mathcal{R}$ are said to be $\Gamma$-equivalent, and written as $C \sim_{\Gamma} D$, 
if there exists an isomorphism $\gamma \, \in \, \Gamma$ such that $D = \gamma (C)$. 
The set of $\Gamma$-equivalence classes of reduced cycles is denoted by $[\mathcal{R}]_{\Gamma}$. 
The set of $\Gamma$-equivalence classes of prime cycles is denoted by $[\mathcal{P}]_{\Gamma}$.
",/home/shufan/que_tex/manuscript-with-corrections.tex,definition + \textit{},"[Γ-Equivalence Relation]




Two reduced cycles C,   D  ∈ ℛ are said to be Γ-equivalent, and written as C ∼_Γ D, 
if there exists an isomorphism γ ∈ Γ such that D = γ (C). 
The set of Γ-equivalence classes of reduced cycles is denoted by [ℛ]_Γ. 
The set of Γ-equivalence classes of prime cycles is denoted by [𝒫]_Γ.
",Γ-equivalent,"[Γ-Equivalence Relation]




Two reduced cycles C,   D  ∈ ℛ are said to be Γ-equivalent, and written as C ∼_Γ D, 
if there exists an isomorphism γ ∈ Γ such that D = γ (C). 
The set of Γ-equivalence classes of reduced cycles is denoted by [ℛ]_Γ. 
The set of Γ-equivalence classes of prime cycles is denoted by [𝒫]_Γ.
"
Form and matrix norms,"\label{thm:linalg:norms}
	Suppose that $\psi = (\psi_1,\dots,\psi_t) : \bbA^d \rightarrow \bbA^t$
	is an affine system, and write
	$\psi_i(x_1,\dots,x_d) = a_{i1} x_1 + \dots + a_{id} x_d + b_i$ 
	for every $i \in [t]$.
	When $\bbA = \Z$ and $M \geq 1$, we define
	\begin{align*}
		\| \psi \|_{M} = \sum_{i \in [t]} \sum_{j \in [d]} |a_{ij}| 
		+ \sum_{i \in [t]} (|b_i|/M),
	\end{align*}
	and we simply write $\| \psi \|$ when all $b_i$ are zero.
	When $\bbA = \Z_M$, we define
	\begin{align*}
		\| \psi \| = \sum_{i \in [t]} \sum_{j \in [d]} \| a_{ij} \|_{\T_M}
		+ \sum_{i \in [t]} \| b_i / M \|_{\T}
	\end{align*}
	where $\| \cdot \|_{\T_L} = d( \cdot, L\Z )$.
	Finally, for 
	$V = [\lambda_{ij}] \in \M_{r \times t}(\Z)$,
	we write $\| V \| = \sum_{i,j} |\lambda_{ij}|$ .",/home/shufan/que_tex/primescplx1.tex,definition[],"
	Suppose that ψ = (ψ_1,…,ψ_t) : ^d →^t
	is an affine system, and write
	ψ_i(x_1,…,x_d) = a_i1 x_1 + … + a_id x_d + b_i 
	for every i ∈ [t].
	When = and M ≥ 1, we define
	
    ψ_M = ∑_i ∈ [t]∑_j ∈ [d] |a_ij| 
    		+ ∑_i ∈ [t] (|b_i|/M),

	and we simply write ψ when all b_i are zero.
	When = _M, we define
	
    ψ = ∑_i ∈ [t]∑_j ∈ [d] a_ij__M
    		+ ∑_i ∈ [t] b_i / M _

	where ·__L = d( ·, L ).
	Finally, for 
	V = [λ_ij] ∈_r × t(),
	we write V  = ∑_i,j |λ_ij| .",Form and matrix norms,"
	Suppose that ψ = (ψ_1,…,ψ_t) : ^d →^t
	is an affine system, and write
	ψ_i(x_1,…,x_d) = a_i1 x_1 + … + a_id x_d + b_i 
	for every i ∈ [t].
	When = and M ≥ 1, we define
	
    ψ_M = ∑_i ∈ [t]∑_j ∈ [d] |a_ij| 
    		+ ∑_i ∈ [t] (|b_i|/M),

	and we simply write ψ when all b_i are zero.
	When = _M, we define
	
    ψ = ∑_i ∈ [t]∑_j ∈ [d] a_ij__M
    		+ ∑_i ∈ [t] b_i / M _

	where ·__L = d( ·, L ).
	Finally, for 
	V = [λ_ij] ∈_r × t(),
	we write V  = ∑_i,j |λ_ij| ."
Measure of $W$-tricked primes,"\label{thm:gpy:wprimesmeasuredef}
	We let
	\begin{align*}
		\lambda_{b,W}(n)
		&= \frac{\phi(W)}{W} (\log N) \cdot 
		1( n \in [N] \ \text{and}\  b + Wn \in \mathcal{P} ).
	\end{align*}",/home/shufan/que_tex/primescplx1.tex,definition[],"
	We let
	
    λ_b,W(n)
    		   = ϕ(W)/W (log N) · 
    		1( n ∈ [N]  and  b + Wn ∈𝒫 ).
",Measure of W-tricked primes,"
	We let
	
    λ_b,W(n)
    		   = ϕ(W)/W (log N) · 
    		1( n ∈ [N]  and  b + Wn ∈𝒫 ).
"
GPY weight,"\label{thm:gpy:nugpydefinition}
	We let $h_{R,W} = \frac{\phi(W)}{W} \log R$ and
	\begin{align*}
		\Lambda_{\chi,R,W}(n)
		= h_{R,W} \bigg( \sum_{m | Wn + b} \mu(m) \rho(m) \bigg)^2.
	\end{align*}",/home/shufan/que_tex/primescplx1.tex,definition[],"
	We let h_R,W = ϕ(W)/Wlog R and
	
    Λ_χ,R,W(n)
    		= h_R,W( ∑_m | Wn + bμ(m) ρ(m) )^2.
",GPY weight,"
	We let h_R,W = ϕ(W)/Wlog R and
	
    Λ_χ,R,W(n)
    		= h_R,W( ∑_m | Wn + bμ(m) ρ(m) )^2.
"
Euler factor,"\label{thm:gpy:eulerfactordef}
	Let $\xi \in \R^{\Omega}$ and $z_{ij}=(1+i\xi_{ij})/\log R$.
	We let
	\begin{align*}
		E_{p,\xi} =
		\sum_{B \subset \Omega} (-1)^{|B|} \alpha(p,B) p^{-\sum_{(i,j) \in B} z_{ij}}. 
	\end{align*}",/home/shufan/que_tex/primescplx1.tex,definition[],"
	Let ξ∈^Ω and z_ij=(1+iξ_ij)/log R.
	We let
	
    E_p,ξ =
    		∑_B ⊂Ω (-1)^|B|α(p,B) p^-∑_(i,j) ∈ B z_ij.
",Euler factor,"
	Let ξ∈^Ω and z_ij=(1+iξ_ij)/log R.
	We let
	
    E_p,ξ =
    		∑_B ⊂Ω (-1)^|B|α(p,B) p^-∑_(i,j) ∈ B z_ij.
"
Sieve factor,"We let
	\begin{align*}
		c_{\chi,2} = \iint_{\R^2} \frac{(1+i\xi)(1+i\xi')}{2 + i(\xi + \xi')} 
		\varphi(\xi)\varphi(\xi')\mathrm{d}\xi\mathrm{d}\xi'.
	\end{align*}",/home/shufan/que_tex/primescplx1.tex,definition[],"We let
	
    c_χ,2 = ∬_^2(1+iξ)(1+iξ')/2 + i(ξ + ξ')φ(ξ)φ(ξ')dξdξ'.
",Sieve factor,"We let
	
    c_χ,2 = ∬_^2(1+iξ)(1+iξ')/2 + i(ξ + ξ')φ(ξ)φ(ξ')dξdξ'.
"
Quantitative pseudorandomness,"\label{thm:rd:pseudorddef}
	Let $D,H \geq 1$ be parameters and let $M$ be a prime. 
	We say that $\nu : \Z_M \rightarrow \R^+$ is $D$-pseudorandom 
	of level $H$ when, for every affine system
	$\theta : \Z_M^d \rightarrow \Z_M^t$ of finite complexity
	such that $d,t,\| \dot{\theta} \| \leq D$,
	\begin{align*}
		\E_{n \in \Z_M^d} \nu\big[ \theta_1(n) \big] \dots \nu\big[ \theta_t(n) \big]
		= 1 + O_D \Big( \frac{1}{H} \Big).
	\end{align*}",/home/shufan/que_tex/primescplx1.tex,definition[],"
	Let D,H ≥ 1 be parameters and let M be a prime. 
	We say that ν : _M →^+ is D-pseudorandom 
	of level H when, for every affine system
	θ : _M^d →_M^t of finite complexity
	such that d,t,θ̇≤ D,
	
    _n ∈_M^dν[ θ_1(n) ] …ν[ θ_t(n) ]
    		= 1 + O_D ( 1/H).
",Quantitative pseudorandomness,"
	Let D,H ≥ 1 be parameters and let M be a prime. 
	We say that ν : _M →^+ is D-pseudorandom 
	of level H when, for every affine system
	θ : _M^d →_M^t of finite complexity
	such that d,t,θ̇≤ D,
	
    _n ∈_M^dν[ θ_1(n) ] …ν[ θ_t(n) ]
    		= 1 + O_D ( 1/H).
"
Box scalar product and norm,"The box scalar product of a family of functions
	$(h_{\omega} : X_1 \times X_2 \rightarrow \R)_{\omega \in \{0,1\}^2}$ is
	\begin{align*}
		\langle (h_\omega) \rangle_{\Box(X_1 \times X_2)}
		= \E_{x^{(0)},x^{(1)} \in X_1 \times X_2} 
		\textstyle\prod\limits_{ \omega \in \{0,1\}^2 }
		h_\omega( x_1^{(\omega_1)} , x_2^{(\omega_2)} ).	
	\end{align*}
	The box norm of a function
	$h : X_1 \times X_2 \rightarrow \R$ is defined by
	$\| h \|_{\Box(X_1 \times X_2)}^4 = 
	\langle (h) \rangle_{\Box(X_1 \times X_2)}$.
%	\begin{align*}
%		\| h \|_{\Box(X_1 \times X_2)} = 
%		\E_{x^{(0)},x^{(1)} \in X_1 \times X_2} 
%		\textstyle\prod\limits_{ \omega \in \{0,1\}^2 }
%		h( x_1^{(\omega_1)} , x_2^{(\omega_2)} ).	
%	\end{align*}",/home/shufan/que_tex/primescplx1.tex,definition[],"The box scalar product of a family of functions
	(h_ω : X_1 × X_2 →)_ω∈{0,1}^2 is
	
    ⟨ (h_ω) ⟩_(X_1 × X_2)
    		= _x^(0),x^(1)∈ X_1 × X_2∏_ω∈{0,1}^2 
    		h_ω( x_1^(ω_1) , x_2^(ω_2) ).

	The box norm of a function
	h : X_1 × X_2 → is defined by
	h _(X_1 × X_2)^4 = 
	⟨ (h) ⟩_(X_1 × X_2).





",Box scalar product and norm,"The box scalar product of a family of functions
	(h_ω : X_1 × X_2 →)_ω∈{0,1}^2 is
	
    ⟨ (h_ω) ⟩_(X_1 × X_2)
    		= _x^(0),x^(1)∈ X_1 × X_2∏_ω∈{0,1}^2 
    		h_ω( x_1^(ω_1) , x_2^(ω_2) ).

	The box norm of a function
	h : X_1 × X_2 → is defined by
	h _(X_1 × X_2)^4 = 
	⟨ (h) ⟩_(X_1 × X_2).





"
The Collatz map,"\begin{equation} \label{map}
x_{n+1}=Col(x_n)=\frac{3 x_n +1}{2^{m_n}}
\end{equation}
where $n \in \mathcal{N}+1$, $x_{n+1}$ is always odd and $m_n \in \mathcal{N}+1$ is the step size required to eliminate any possible even values for $x_n$.",/home/shufan/que_tex/coll.tex,definition[],"
    x_n+1=Col(x_n)=3 x_n +1/2^m_n

where n ∈𝒩+1, x_n+1 is always odd and m_n ∈𝒩+1 is the step size required to eliminate any possible even values for x_n.",The Collatz map,"
    x_n+1=Col(x_n)=3 x_n +1/2^m_n

where n ∈𝒩+1, x_n+1 is always odd and m_n ∈𝒩+1 is the step size required to eliminate any possible even values for x_n."
Formula expression,"\begin{equation} \label{eqn:formula}
4y_{n}+3= x_n
\end{equation}",/home/shufan/que_tex/coll.tex,definition[],"
    4y_n+3= x_n
",Formula expression,"
    4y_n+3= x_n
"
The Two Player Zeckendorf Game,"\label{def:zeckgame}
     At the beginning of the game, there is an unordered list of $n$ 1's. Let $F_1 = 1$, $F_2 =  2$, and $F_{i+1} = F_i + F_{i-1}$; therefore the initial list is $\{F_1^n\}$. On each turn, a player can do one of the following moves.
    \begin{enumerate}
        \item If the list contains two consecutive Fibonacci numbers, $F_{i-1}$ and $F_i$, then a player can remove these and replace with $F_{i+1}$. We denote this move $\{F_{i-1} \land F_i \rightarrow F_{i+1}\}$.
        \item If the list has two (or more) of the same Fibonacci number, $F_i$, then
        \begin{enumerate}
            \item if $i = 1$, a player can change two $F_1$'s to $F_2$, denoted by $\{F_1^2 \rightarrow F_2\}$,
            \item if $i = 2$, a player can change two $F_2$'s to $F_1$ and $F_3$, denoted by $\{F_2^2 \rightarrow F_1  \land  F_3\}$, and
            \item if $i$ $\geq 3$, a player can change two $F_i$'s to $F_{i-2}$ and $F_{i+1}$, denoted by $\{F_i^2 \rightarrow F_{i-2}  \land  F_{i+1}\}$.
        \end{enumerate}
    \end{enumerate}
    The players alternative moving.  The game ends when no more moves are possible, and the last person to move wins.",/home/shufan/que_tex/FQgame.tex,definition[],"
     At the beginning of the game, there is an unordered list of n 1's. Let F_1 = 1, F_2 =  2, and F_i+1 = F_i + F_i-1; therefore the initial list is {F_1^n}. On each turn, a player can do one of the following moves.
    
        
  * If the list contains two consecutive Fibonacci numbers, F_i-1 and F_i, then a player can remove these and replace with F_i+1. We denote this move {F_i-1 F_i → F_i+1}.
        
  * If the list has two (or more) of the same Fibonacci number, F_i, then
        
            
  * if i = 1, a player can change two F_1's to F_2, denoted by {F_1^2 → F_2},
            
  * if i = 2, a player can change two F_2's to F_1 and F_3, denoted by {F_2^2 → F_1    F_3}, and
            
  * if i ≥ 3, a player can change two F_i's to F_i-2 and F_i+1, denoted by {F_i^2 → F_i-2  F_i+1}.
        
    
    The players alternative moving.  The game ends when no more moves are possible, and the last person to move wins.",The Two Player Zeckendorf Game,"
     At the beginning of the game, there is an unordered list of n 1's. Let F_1 = 1, F_2 =  2, and F_i+1 = F_i + F_i-1; therefore the initial list is {F_1^n}. On each turn, a player can do one of the following moves.
    
        
  * If the list contains two consecutive Fibonacci numbers, F_i-1 and F_i, then a player can remove these and replace with F_i+1. We denote this move {F_i-1 F_i → F_i+1}.
        
  * If the list has two (or more) of the same Fibonacci number, F_i, then
        
            
  * if i = 1, a player can change two F_1's to F_2, denoted by {F_1^2 → F_2},
            
  * if i = 2, a player can change two F_2's to F_1 and F_3, denoted by {F_2^2 → F_1    F_3}, and
            
  * if i ≥ 3, a player can change two F_i's to F_i-2 and F_i+1, denoted by {F_i^2 → F_i-2  F_i+1}.
        
    
    The players alternative moving.  The game ends when no more moves are possible, and the last person to move wins."
