term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
Regular slice,"Given $\eps,\eps_k>0$,
$r,t_0,t_1\in\NATS$, a $k$-graph $G$ and a $(k-1)$-complex $\cJ$ on $V(G)$, we
call $\cJ$ a $(t_0,t_1,\eps,\eps_k,r)$-regular slice for $G$ if
$\cJ$ is $(t_0,t_1,\eps)$-equitable and $G$ is $(\eps_k,r)$-regular with respect to all but at most
$\eps_k\binom{t}{k}$ of the $k$-sets of clusters of $\cJ$, where $t$ is the number of clusters of $\cJ$.",/home/shufan/que_tex/HyperErdosGallai_arXiv.tex,definition[],"Given ,_k>0,
r,t_0,t_1∈, a k-graph G and a (k-1)-complex  on V(G), we
call  a (t_0,t_1,,_k,r)-regular slice for G if
 is (t_0,t_1,)-equitable and G is (_k,r)-regular with respect to all but at most
_ktk of the k-sets of clusters of , where t is the number of clusters of .",Regular slice,"Given ,_k>0,
r,t_0,t_1∈, a k-graph G and a (k-1)-complex  on V(G), we
call  a (t_0,t_1,,_k,r)-B_MATH_TERM I_MATH_TERM for G if
 is (t_0,t_1,)-equitable and G is (_k,r)-regular with respect to all but at most
_ktk of the k-sets of clusters of , where t is the number of clusters of .",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
fix;avoid;avoid;fix;avoid;avoid," \label{def:robust}
Say that $M$ is $(i,\lambda,\lambda',a)$-robust 
if for any rainbow matching $M'$
which is $\lambda$-close to $M$,
any $c\in R$ such that $m_c=vt(v)\in M'$ 
with $v\in \cup_{j=1}^i V_j$, and 
any $E_{\textit{fix}}\subseteq M'\setminus \{m_c\}$, 
any $V_{\textit{avoid}}\subseteq V\setminus  V(M')$ 
and $C_{\textit{avoid}}\subseteq C\setminus C(M')$, 
each of size at most $a$,
there is a rainbow matching $M''$ in $G$ such that 
\begin{itemize}
\item [(1)] $c\notin C(M'')$ and $v\notin V(M'')$,
\item [(2)] $M''$ is $\lambda'$-close to $M$,
\item [(3)] $M''$ fixes $E_{\textit{fix}}$,
and avoids $C_{\textit{avoid}}$ and $V_{\textit{avoid}}$.
\end{itemize}
",/home/shufan/que_tex/1710.03041.tex,definition + \textit{}," 
Say that M is (i,λ,λ',a)-robust 
if for any rainbow matching M'
which is λ-close to M,
any c∈ R such that m_c=vt(v)∈ M' 
with v∈∪_j=1^i V_j, and 
any E_fix⊆ M'∖{m_c}, 
any V_avoid⊆ V∖  V(M') 
and C_avoid⊆ C∖ C(M'), 
each of size at most a,
there is a rainbow matching M” in G such that 


  (1) c∉ C(M”) and v∉ V(M”),

  (2) M” is λ'-close to M,

  (3) M” fixes E_fix,
and avoids C_avoid and V_avoid.

",fix;avoid;avoid;fix;avoid;avoid," 
Say that M is (i,λ,λ',a)-robust 
if for any rainbow matching M'
which is λ-close to M,
any c∈ R such that m_c=vt(v)∈ M' 
with v∈∪_j=1^i V_j, and 
any E_B_MATH_TERM⊆ M'∖{m_c}, 
any V_B_MATH_TERM⊆ V∖  V(M') 
and C_B_MATH_TERM⊆ C∖ C(M'), 
each of size at most a,
there is a rainbow matching M” in G such that 


  (1) c∉ C(M”) and v∉ V(M”),

  (2) M” is λ'-close to M,

  (3) M” fixes E_B_MATH_TERM,
and avoids C_B_MATH_TERM and V_B_MATH_TERM.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
linear forms condition;LFC,"[$(k,\delta)$-linear forms condition, arithmetic setting]\label{def_lfc_arithmetic}
Let $k\geq 2$ and $\delta >0$. We say that a function $\func[\nu]{\ZZ_N}{[0,\infty)}$ satisfies the $(k,\delta)$-\textit{linear forms condition} (or $(k,\delta)$-\textit{LFC} in short) if
\[
\left| \E_{x_{1}^{(0)},x_{1}^{(1)},\ldots, x_{k}^{(0)}, x_{k}^{(1)} \in \ZZ_N} \left[ \prod_{j=1}^{k} \prod_{\omega \in \{0,1\}^{[k]\setminus \{j\}}} \nu \left( \sum_{i=1}^{k} (j-i) x_{i}^{(\omega_i)} \right)^{n_{j,\omega}} \right]  - 1 \right| \leq \delta,
\]
for any choice of exponents $n_{j,\omega} \in \{ 0,1\}$.
",/home/shufan/que_tex/1709.04719.tex,definition + \textit{},"[(k,δ)-linear forms condition, arithmetic setting]
Let k≥ 2 and δ >0. We say that a function [ν]_N[0,∞) satisfies the (k,δ)-linear forms condition (or (k,δ)-LFC in short) if

    | _x_1^(0),x_1^(1),…, x_k^(0), x_k^(1)∈_N[ ∏_j=1^k∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (j-i) x_i^(ω_i))^n_j,ω]  - 1 | ≤δ,

for any choice of exponents n_j,ω∈{ 0,1}.
",linear forms condition;LFC,"[(k,δ)-linear forms condition, arithmetic setting]
Let k≥ 2 and δ >0. We say that a function [ν]_N[0,∞) satisfies the (k,δ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM (or (k,δ)-B_MATH_TERM in short) if

    | _x_1^(0),x_1^(1),…, x_k^(0), x_k^(1)∈_N[ ∏_j=1^k∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (j-i) x_i^(ω_i))^n_j,ω]  - 1 | ≤δ,

for any choice of exponents n_j,ω∈{ 0,1}.
",O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O
linear forms condition;LFC,"[$(k,\delta)$-linear forms condition, hypergraph setting]
Let $\delta >0$.  We say that a weighted $(k-1)$-uniform $k$-partite hypergraph $\nu$ satisfies the $(k,\delta)$-\textit{linear forms condition} ($(k,\delta)$-\textit{LFC} ) if
\begin{equation}\label{LFC}
\left| \E_{x_{1}^{(0)},x_{1}^{(1)} \in X_1,\ldots, x_{k}^{(0)}, x_{k}^{(1)} \in X_k}\left[ \prod_{j=1}^{k} \prod_{\omega \in \{ 0,1\}^{[k]\setminus \{j\}}} \nu \left( \left(x^{(\omega)}\right)_{-j}\right)^{n_{j,\omega}} \right] - 1 \right| \leq \delta,
\end{equation}
for any choice of exponents $n_{j,\omega} \in \{ 0,1\}$, with $x^{(\omega)} = (x_{1}^{(\omega_1)}, \ldots, x_{k}^{(\omega_k)} )$.
",/home/shufan/que_tex/1709.04719.tex,definition + \textit{},"[(k,δ)-linear forms condition, hypergraph setting]
Let δ >0.  We say that a weighted (k-1)-uniform k-partite hypergraph ν satisfies the (k,δ)-linear forms condition ((k,δ)-LFC ) if

    | _x_1^(0),x_1^(1)∈ X_1,…, x_k^(0), x_k^(1)∈ X_k[ ∏_j=1^k∏_ω∈{ 0,1}^[k]∖{j}ν( (x^(ω))_-j)^n_j,ω] - 1 | ≤δ,

for any choice of exponents n_j,ω∈{ 0,1}, with x^(ω) = (x_1^(ω_1), …, x_k^(ω_k) ).
",linear forms condition;LFC,"[(k,δ)-linear forms condition, hypergraph setting]
Let δ >0.  We say that a weighted (k-1)-uniform k-partite hypergraph ν satisfies the (k,δ)-B_MATH_TERM I_MATH_TERM I_MATH_TERM ((k,δ)-B_MATH_TERM ) if

    | _x_1^(0),x_1^(1)∈ X_1,…, x_k^(0), x_k^(1)∈ X_k[ ∏_j=1^k∏_ω∈{ 0,1}^[k]∖{j}ν( (x^(ω))_-j)^n_j,ω] - 1 | ≤δ,

for any choice of exponents n_j,ω∈{ 0,1}, with x^(ω) = (x_1^(ω_1), …, x_k^(ω_k) ).
",O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Linear forms condition,"We say that a measure $\nu: \FqN \rightarrow \infty$ satisfies the $(m_0,n_0,k_0)$-linear forms condition if whenever we have $m\leq m_0$ linear forms in $n\leq n_0$ variables $\psi_1,\ldots, \psi_{m}:(\FqN)^{n} \rightarrow \GN$ of the form
$$\psi_{i}(\mathbf{f})=\sum_{j=1}^{n}L_{ij}f_{i}+b_{i}$$
such that all the coefficients $L_{ij}$ are in the set\footnote{Note that this set can be embedded in to $\FqN$ for every $N \geq k_{0}$. Of course, the embedding depends on our choice of the irreducible polynomial $f_{N}$ underlying $\FqN$.} $\{ \frac{f}{g}|f,g \in \mathbf{G}_{k_0} \}$, and no two of the vectors $(L_{ij})_{1\leq j \leq n}, i=1,\ldots,m$, are proportional, then we have
\begin{equation} \label{linear forms}
 \E \left( \nu( \psi_1( \mathbf{f}) ) \ldots \nu ( \psi_{m}(\mathbf{f}) ) | \mathbf{f}\in \left( \FqN \right)^{n} \right)  = 1+o_{N \rightarrow \infty}(1)
\end{equation}",/home/shufan/que_tex/0908.2642.tex,definition[],"We say that a measure ν: →∞ satisfies the (m_0,n_0,k_0)-linear forms condition if whenever we have m≤ m_0 linear forms in n≤ n_0 variables ψ_1,…, ψ_m:()^n→ of the form

    ψ_i(𝐟)=∑_j=1^nL_ijf_i+b_i

such that all the coefficients L_ij are in the set[Note that this set can be embedded in to  for every N ≥ k_0. Of course, the embedding depends on our choice of the irreducible polynomial f_N underlying .] {f/g|f,g ∈𝐆_k_0}, and no two of the vectors (L_ij)_1≤ j ≤ n, i=1,…,m, are proportional, then we have

    ( ν( ψ_1( 𝐟) ) …ν ( ψ_m(𝐟) ) | 𝐟∈( )^n)  = 1+o_N →∞(1)
",Linear forms condition,"We say that a measure ν: →∞ satisfies the (m_0,n_0,k_0)-B_MATH_TERM I_MATH_TERM I_MATH_TERM if whenever we have m≤ m_0 linear forms in n≤ n_0 variables ψ_1,…, ψ_m:()^n→ of the form

    ψ_i(𝐟)=∑_j=1^nL_ijf_i+b_i

such that all the coefficients L_ij are in the set[Note that this set can be embedded in to  for every N ≥ k_0. Of course, the embedding depends on our choice of the irreducible polynomial f_N underlying .] {f/g|f,g ∈𝐆_k_0}, and no two of the vectors (L_ij)_1≤ j ≤ n, i=1,…,m, are proportional, then we have

    ( ν( ψ_1( 𝐟) ) …ν ( ψ_m(𝐟) ) | 𝐟∈( )^n)  = 1+o_N →∞(1)
",O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Correlation condition,"We say that a measure $\nu: \FqN \rightarrow \infty$ satisfies the $l_0$-correlation condition if whenever we have $l \leq l_0$ linear forms of the form $f+h_1, \ldots f+h_{l}$ with $h_1, h_2, \ldots h_{l} \in \FqN$ , then
\begin{equation} \label{correlation}
\E \left( \nu(f+h_1) \ldots \nu(f+h_{l}) | f \in \FqN \right) \leq \sum_{1 \leq i \leq j \leq q } \tau(h_{i}-h_{j})
\end{equation}
where $\tau$ is a function $\GN \rightarrow \R^{+}$ having the property that $\E(\tau(f)^p | f\in \FqN) =O_{p}(1)$ for every $p>1$.",/home/shufan/que_tex/0908.2642.tex,definition[],"We say that a measure ν: →∞ satisfies the l_0-correlation condition if whenever we have l ≤ l_0 linear forms of the form f+h_1, … f+h_l with h_1, h_2, … h_l∈ , then

    ( ν(f+h_1) …ν(f+h_l) | f ∈) ≤∑_1 ≤ i ≤ j ≤ q τ(h_i-h_j)

where τ is a function →^+ having the property that (τ(f)^p | f∈) =O_p(1) for every p>1.",Correlation condition,"We say that a measure ν: →∞ satisfies the l_0-B_MATH_TERM I_MATH_TERM if whenever we have l ≤ l_0 linear forms of the form f+h_1, … f+h_l with h_1, h_2, … h_l∈ , then

    ( ν(f+h_1) …ν(f+h_l) | f ∈) ≤∑_1 ≤ i ≤ j ≤ q τ(h_i-h_j)

where τ is a function →^+ having the property that (τ(f)^p | f∈) =O_p(1) for every p>1.",O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
skeleton,"
Let $G$ be a graph and let $\{c_0, c_1, c_2, c_3\} \subseteq V(G)$. Then a $(c_0, c_1, c_2, c_3)$-\textit{skeleton} is an ordered list 
$S=(C_0, C_2, Z, P_0, P_1, P_2, P_3)$ such that

\begin{enumerate}
\item  $C_0$, $C_2$, and $Z$ are vertex disjoint cycles, $c_0,c_1\in V(C_0)$,  $c_2,c_3\in V(C_2)$, 

\item  for each $i\in \{0,1,2,3\}$, $P_i$ is a path in $G$ from $c_i$ to some vertex  $z_i\in V(Z)$ that is internally disjoint from 
$V(C_0)\cup V(C_2)\cup V(Z)$, 

\item  $P_0,P_1,P_2,P_3$ are pairwise vertex disjoint, and $z_{0}, z_{1}, z_{3}, z_{2}$ occur on $Z$ in this cyclic order.
\end{enumerate}
",/home/shufan/que_tex/1808.05124.tex,definition + \textit{},"
Let G be a graph and let {c_0, c_1, c_2, c_3}⊆ V(G). Then a (c_0, c_1, c_2, c_3)-skeleton is an ordered list 
S=(C_0, C_2, Z, P_0, P_1, P_2, P_3) such that



  * C_0, C_2, and Z are vertex disjoint cycles, c_0,c_1∈ V(C_0),  c_2,c_3∈ V(C_2), 


  * for each i∈{0,1,2,3}, P_i is a path in G from c_i to some vertex  z_i∈ V(Z) that is internally disjoint from 
V(C_0)∪ V(C_2)∪ V(Z), 


  * P_0,P_1,P_2,P_3 are pairwise vertex disjoint, and z_0, z_1, z_3, z_2 occur on Z in this cyclic order.

",skeleton,"
Let G be a graph and let {c_0, c_1, c_2, c_3}⊆ V(G). Then a (c_0, c_1, c_2, c_3)-B_MATH_TERM is an ordered list 
S=(C_0, C_2, Z, P_0, P_1, P_2, P_3) such that



  * C_0, C_2, and Z are vertex disjoint cycles, c_0,c_1∈ V(C_0),  c_2,c_3∈ V(C_2), 


  * for each i∈{0,1,2,3}, P_i is a path in G from c_i to some vertex  z_i∈ V(Z) that is internally disjoint from 
V(C_0)∪ V(C_2)∪ V(Z), 


  * P_0,P_1,P_2,P_3 are pairwise vertex disjoint, and z_0, z_1, z_3, z_2 occur on Z in this cyclic order.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
lw;lw," \label{goninequality}
The gonality of $U(f)$ is at most $\emph{lw}(\Delta(f))$. If
$\Delta(f)$ is equivalent to $d\Sigma$
for some $d \geq 2$, or
to $2 \Upsilon$,
then it is at most $\emph{lw}(\Delta(f)) - 1$.
",/home/shufan/que_tex/polgoncliff.tex,theorem + \emph{}," 
The gonality of U(f) is at most lw(Δ(f)). If
Δ(f) is equivalent to dΣ
for some d ≥ 2, or
to 2 Υ,
then it is at most lw(Δ(f)) - 1.
",lw;lw," 
The gonality of U(f) is at most B_MATH_TERM(Δ(f)). If
Δ(f) is equivalent to dΣ
for some d ≥ 2, or
to 2 Υ,
then it is at most B_MATH_TERM(Δ(f)) - 1.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
lw;lw;lw;lw," \label{lwDelta1} Let $\Delta$ be a two-dimensional lattice polygon.
Then
\[ \emph{lw}(\Delta) = \emph{lw}(\Delta^{(1)}) + 2,\]
unless $\Delta \cong d \Sigma$ for some integer $d \geq 2$, in which
case $\emph{lw}(\Delta) = \emph{lw}(\Delta^{(1)}) + 3 = d$.
",/home/shufan/que_tex/polgoncliff.tex,theorem + \emph{},"  Let Δ be a two-dimensional lattice polygon.
Then

    lw(Δ) = lw(Δ^(1)) + 2,

unless Δ≅ d Σ for some integer d ≥ 2, in which
case lw(Δ) = lw(Δ^(1)) + 3 = d.
",lw;lw;lw;lw,"  Let Δ be a two-dimensional lattice polygon.
Then

    B_MATH_TERM(Δ) = B_MATH_TERM(Δ^(1)) + 2,

unless Δ≅ d Σ for some integer d ≥ 2, in which
case B_MATH_TERM(Δ) = B_MATH_TERM(Δ^(1)) + 3 = d.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
lw," \label{smallwidth}
Conjecture~\ref{gongeneric} is true for all lattice polygons $\Delta$ for which $\emph{lw}(\Delta^{(1)}) \leq 2$.
",/home/shufan/que_tex/polgoncliff.tex,theorem + \emph{}," 
Conjecture <ref> is true for all lattice polygons Δ for which lw(Δ^(1)) ≤ 2.
",lw," 
Conjecture <ref> is true for all lattice polygons Δ for which B_MATH_TERM(Δ^(1)) ≤ 2.
",O O O O O O O O O O O O O O
avoidance,"Let $B$ be a finite alphabet. Any finite word over $B$ will be called a {\em pattern}. Let $\sim$ be an equivalence relation over $A^*$. We now define a language-valued morphism that we will call a {\em substitution}\footnote{We here use the term `substitution' to avoid any confusion with the term `morphism'. In the literature, the word substitution is sometimes interchanged with morphism or non-erasing prolongable morphism.}. 
Let $h:B\to 2^{A^*}$ be a map satisfying
\begin{enumerate}
  \item for all $b\in B$, $h(b)$ is a non-empty set and $\varepsilon\not\in h(b)$;
  \item for all $b\in B$, if $u,v\in h(b)$, then $u\sim v$;
\end{enumerate}
Note that the image of every letter $b\in B$ is a subset of an equivalence class for $\sim$. The map $h$ is then extended to a morphism from $B^*$ to $2^{A^*}$ by setting $h(\varepsilon)=\{\varepsilon\}$ and $h(PQ)=h(P)h(Q)$ for all $P,Q\in B^*$. We say that the morphism $h$ is a {\em $\sim$-substitution}.  

Let $P\in B^*$ be non-empty. The pattern $P$ is {\em $\sim$-unavoidable} over $A$ if the language 
$$\mathcal{L}_\sim(P):=\bigcup_{\substack{h:B^*\to 2^{A^*}\\ h\text{ is a }\sim-\text{substitution}}} h(P)\subset A^*$$
is unavoidable over $A$. Otherwise,  $P$ is {\em $\sim$-avoidable} over $A$. If $\sim$ is the equality relation, we get back to the classical notion of avoidance. Every $=$-substitution is a non-erasing morphism and conversely. Note that it is enough to consider in the union defining $\mathcal{L}_\sim(P)$, the substitutions mapping letters of $B$ to equivalence classes of $\sim$. The set $\mathcal{L}_\sim(P)$ is called the {\em pattern language} associated with $P$ and $\sim$.",/home/shufan/que_tex/1602.03364.tex,definition[],"Let B be a finite alphabet. Any finite word over B will be called a pattern. Let ∼ be an equivalence relation over A^*. We now define a language-valued morphism that we will call a substitution[We here use the term `substitution' to avoid any confusion with the term `morphism'. In the literature, the word substitution is sometimes interchanged with morphism or non-erasing prolongable morphism.]. 
Let h:B→ 2^A^* be a map satisfying

  
  * for all b∈ B, h(b) is a non-empty set and ε∉h(b);
  
  * for all b∈ B, if u,v∈ h(b), then u∼ v;

Note that the image of every letter b∈ B is a subset of an equivalence class for ∼. The map h is then extended to a morphism from B^* to 2^A^* by setting h(ε)={ε} and h(PQ)=h(P)h(Q) for all P,Q∈ B^*. We say that the morphism h is a ∼-substitution.  

Let P∈ B^* be non-empty. The pattern P is ∼-unavoidable over A if the language 

    ℒ_∼(P):=⋃_h:B^*→ 2^A^*
     h is a ∼-substitution h(P)⊂ A^*

is unavoidable over A. Otherwise,  P is ∼-avoidable over A. If ∼ is the equality relation, we get back to the classical notion of avoidance. Every =-substitution is a non-erasing morphism and conversely. Note that it is enough to consider in the union defining ℒ_∼(P), the substitutions mapping letters of B to equivalence classes of ∼. The set ℒ_∼(P) is called the pattern language associated with P and ∼.",avoidance,"Let B be a finite alphabet. Any finite word over B will be called a pattern. Let ∼ be an equivalence relation over A^*. We now define a language-valued morphism that we will call a substitution[We here use the term `substitution' to avoid any confusion with the term `morphism'. In the literature, the word substitution is sometimes interchanged with morphism or non-erasing prolongable morphism.]. 
Let h:B→ 2^A^* be a map satisfying

  
  * for all b∈ B, h(b) is a non-empty set and ε∉h(b);
  
  * for all b∈ B, if u,v∈ h(b), then u∼ v;

Note that the image of every letter b∈ B is a subset of an equivalence class for ∼. The map h is then extended to a morphism from B^* to 2^A^* by setting h(ε)={ε} and h(PQ)=h(P)h(Q) for all P,Q∈ B^*. We say that the morphism h is a ∼-substitution.  

Let P∈ B^* be non-empty. The pattern P is ∼-unavoidable over A if the language 

    ℒ_∼(P):=⋃_h:B^*→ 2^A^*
     h is a ∼-substitution h(P)⊂ A^*

is unavoidable over A. Otherwise,  P is ∼-avoidable over A. If ∼ is the equality relation, we get back to the classical notion of B_MATH_TERM. Every =-substitution is a non-erasing morphism and conversely. Note that it is enough to consider in the union defining ℒ_∼(P), the substitutions mapping letters of B to equivalence classes of ∼. The set ℒ_∼(P) is called the pattern language associated with P and ∼.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-graph,"\label{taugraph}
The $\tau$\textit{-graph} corresponding to an ordered pair list $\sigma$ is an at most in-degree one, out-degree one directed graph $\mathscr{T}_{\sigma} = (V, \; E)$, where $V = \{ b_1, b_2, \ldots, b_k \}$ and $(b_i, b_j) \in E$ if and only if $b_i + 1 = b_j$ in some permutation in $T_{\sigma}$. 
",/home/shufan/que_tex/1811.11937.tex,definition + \textit{},"
The τ-graph corresponding to an ordered pair list σ is an at most in-degree one, out-degree one directed graph 𝒯_σ = (V,   E), where V = { b_1, b_2, …, b_k } and (b_i, b_j) ∈ E if and only if b_i + 1 = b_j in some permutation in T_σ. 
",-graph,"
The τB_MATH_TERM corresponding to an ordered pair list σ is an at most in-degree one, out-degree one directed graph 𝒯_σ = (V,   E), where V = { b_1, b_2, …, b_k } and (b_i, b_j) ∈ E if and only if b_i + 1 = b_j in some permutation in T_σ. 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
