term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
Labeled graph,"Let $(Q, \leq)$ be a quasi-ordering, $G$ be a graph, and let $f$ be a mapping
from $V(G)$ to $Q$. We call the pair $(G,f)$ \emph{$Q$-labeled graph}.",/home/shufan/que_tex/1703.02485.tex,definition[],"Let (Q, ≤) be a quasi-ordering, G be a graph, and let f be a mapping
from V(G) to Q. We call the pair (G,f) Q-labeled graph.",Labeled graph,"Let (Q, ≤) be a quasi-ordering, G be a graph, and let f be a mapping
from V(G) to Q. We call the pair (G,f) Q-B_MATH_TERM I_MATH_TERM.",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"$(n,C)$-good","\label{def:good} 
 A graph $G$ on $V$ is called `\emph{$(n,C)$-good}' if the following properties hold.
 
\begin{enumerate}[$(P1)$]

\item
There exists  a matching $\cM$ of $G[V_0]$ with $|\cM|=2\epsilon n$ such that for all $U\subset V\setminus V(\cM)$ with $\displaystyle |U|\leq  \frac{\delta n}{C^2\log n}$, 
we have $$\Big|\Big\{ \{a,b\}\in \cM \; \big| \; a\sim u, b\sim u \mbox{ for some } u\in U\Big\}\Big|\geq  \frac{C^2\log n}{16 n} |\cM| |U|.$$

\item

 Let $k=1 \mbox{ or } 2$, and $\cL$ be a collection of pairwise disjoint $k$-subsets of $V$. 
 
 If $\displaystyle |\cL|\leq \frac{\delta}{C^k}\Big(\frac{n}{\log n}\Big)^{k/2}$, then, for $V_i$ with $V_i\cap\Big(\bigcup_{L\in \cL}L\Big)=\emptyset$, $i=1,..., 6$, we have that
\begin{equation}\label{eq:P2_1}
|N_{_{\! B(\cL,V_i)}}(\cL)|\geq (1-\delta)C^k\Big(\frac{\log n}{n}\Big)^{k/2}|\cL| |V_i|.
\end{equation}


 If $\displaystyle |\cL|\geq \frac{\log n}{C^{k-1}}\Big(\frac{n}{\log n}\Big)^{k/2}$, then, for all $U$ with $\displaystyle |U|\geq \frac{\log n}{C^{k-1}}\Big(\frac{n}{\log n}\Big)^{k/2}$ and $U\cap\Big(\bigcup_{L\in \cL}L\Big)=\emptyset$, 
the graph $B(\cL,U)$ has at least one edge.

\vskip 1em
\noindent \Big(No requirement is needed when $\displaystyle\frac{\delta}{C^k}\Big(\frac{n}{\log n}\Big)^{k/2}<|\cL|<\frac{\log n}{C^{k-1}}\Big(\frac{n}{\log n}\Big)^{k/2}$\Big).

\end{enumerate}
 
 
 
 
 ",/home/shufan/que_tex/Lee_Universality_arXiv.tex,definition + \emph{}," 
 A graph G on V is called `(n,C)-good' if the following properties hold.
 



  * There exists  a matching  of G[V_0] with ||=2ϵ n such that for all U⊂ V∖ V() with |U|≤δ n/C^2log n, 
we have 
    |{{a,b}∈ |   a∼ u, b∼ u  u∈ U}|≥C^2log n/16 n || |U|.



  * 

 Let k=1  2, and  be a collection of pairwise disjoint k-subsets of V. 
 
 If ||≤δ/C^k(n/log n)^k/2, then, for V_i with V_i∩(⋃_L∈L)=∅, i=1,..., 6, we have that

    |N__ B(,V_i)()|≥ (1-δ)C^k(log n/n)^k/2|| |V_i|.



 If ||≥log n/C^k-1(n/log n)^k/2, then, for all U with |U|≥log n/C^k-1(n/log n)^k/2 and U∩(⋃_L∈L)=∅, 
the graph B(,U) has at least one edge.

1em
(No requirement is needed when δ/C^k(n/log n)^k/2<||<log n/C^k-1(n/log n)^k/2).


 
 
 
 
 ","(n,C)-good"," 
 A graph G on V is called `B_MATH_TERM' if the following properties hold.
 



  * There exists  a matching  of G[V_0] with ||=2ϵ n such that for all U⊂ V∖ V() with |U|≤δ n/C^2log n, 
we have 
    |{{a,b}∈ |   a∼ u, b∼ u  u∈ U}|≥C^2log n/16 n || |U|.



  * 

 Let k=1  2, and  be a collection of pairwise disjoint k-subsets of V. 
 
 If ||≤δ/C^k(n/log n)^k/2, then, for V_i with V_i∩(⋃_L∈L)=∅, i=1,..., 6, we have that

    |N__ B(,V_i)()|≥ (1-δ)C^k(log n/n)^k/2|| |V_i|.



 If ||≥log n/C^k-1(n/log n)^k/2, then, for all U with |U|≥log n/C^k-1(n/log n)^k/2 and U∩(⋃_L∈L)=∅, 
the graph B(,U) has at least one edge.

1em
(No requirement is needed when δ/C^k(n/log n)^k/2<||<log n/C^k-1(n/log n)^k/2).


 
 
 
 
 ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
point-pencil,"
 The set of all generators of a polar space through a fixed point is called a \emph{point-pencil}.
",/home/shufan/que_tex/1712.06176.tex,definition + \emph{},"
 The set of all generators of a polar space through a fixed point is called a point-pencil.
",point-pencil,"
 The set of all generators of a polar space through a fixed point is called a B_MATH_TERM.
",O O O O O O O O O O O O O O O O O
Erd\H{o,"
 An \emph{Erd\H{o}s-Ko-Rado} set of generators of a polar space is a set of pairwise not disjoint generators.
",/home/shufan/que_tex/1712.06176.tex,definition + \emph{},"
 An Erdős-Ko-Rado set of generators of a polar space is a set of pairwise not disjoint generators.
",Erdő,"
 An B_MATH_TERMs-Ko-Rado set of generators of a polar space is a set of pairwise not disjoint generators.
",O O O O O O O O O O O O O O O O O
"$S_{[0,1]","
Fix $n \in \N$. A functional $\Lambda: \W^n \to \R$ is said to be
\begin{itemize}
\item {\it symmetric} if for all permutations $\tau \in S_n$,
$\Lambda(g_1, \dots, g_n) = \Lambda(g_{\tau(1)}, \dots, g_{\tau(n)})$;
\item \textit{$S_{[0,1]}$-invariant} if $\Lambda(g_1^\sigma, \dots,
g_n^\sigma) = \Lambda(g_1, \dots, g_n)$ for all Lebesgue measure
preserving bijections $\sigma: [0,1] \to [0,1]$.
\end{itemize}
",/home/shufan/que_tex/1403.3736.tex,definition + \textit{},"
Fix n ∈. A functional Λ: ^n → is said to be


  * symmetric if for all permutations τ∈ S_n,
Λ(g_1, …, g_n) = Λ(g_τ(1), …, g_τ(n));

  * S_[0,1]-invariant if Λ(g_1^σ, …,
g_n^σ) = Λ(g_1, …, g_n) for all Lebesgue measure
preserving bijections σ: [0,1] → [0,1].

","S_[0,1]","
Fix n ∈. A functional Λ: ^n → is said to be


  * symmetric if for all permutations τ∈ S_n,
Λ(g_1, …, g_n) = Λ(g_τ(1), …, g_τ(n));

  * B_MATH_TERM-invariant ifΛ(g_1^σ, …,
g_n^σ) = Λ(g_1, …, g_n)for all Lebesgue measure
preserving bijectionsσ: [0,1] →[0,1].",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Paw;Di,"
We have the following probabilities.
\begin{align*}
P(\text{\emph{Paw}}_a,1)&=\frac16-\frac1{a+3}+\frac1{a+1}\\
P(\text{\emph{Di}}_a,1)&=\frac3{10}-\frac2{a+4}+\frac2{a+2}\\
P((K_4)_a,1)&=\frac25-\frac3{a+5}+\frac3{a+3}
\end{align*}
",/home/shufan/que_tex/Revision.tex,theorem + \emph{},"
We have the following probabilities.

    P(Paw_a,1)   =1/6-1/a+3+1/a+1
    
    P(Di_a,1)   =3/10-2/a+4+2/a+2
    
    P((K_4)_a,1)   =2/5-3/a+5+3/a+3

",Paw;Di,"
We have the following probabilities.

    P(B_MATH_TERM_a,1)   =1/6-1/a+3+1/a+1
    
    P(B_MATH_TERM_a,1)   =3/10-2/a+4+2/a+2
    
    P((K_4)_a,1)   =2/5-3/a+5+3/a+3

",O O O O O O O O O O O
"$G_{k+1,m;$G_{k+1,m","[Graph Distances]\label{graphdists} The value $f_{G_{k+1,m}}(\bm x)$ is called the \emph{$G_{k+1,m}$-distance of $\bm x$}. When we restrict our domain to some set $\mathfrak X\subseteq \mathbb R^{d(k+1)}$, we call $f_{G_{k+1,m}}(\bm x)$ a \emph{$G_{k+1,m}$-distance on $\mathfrak X$} and we say that $\bm x$ is a realization of this distance in $\mathfrak X$. The set of $G_{k+1,m}$-distances on $\mathfrak X$ is $f_{G_{k+1,m}}(\mathfrak X)$ and we denote it by $\Delta(G_{k+1,m}, \mathfrak X)$. ",/home/shufan/que_tex/1805.08065.tex,definition + \emph{},"[Graph Distances] The value f_G_k+1,m( x) is called the G_k+1,m-distance of x. When we restrict our domain to some set 𝔛⊆ℝ^d(k+1), we call f_G_k+1,m( x) a G_k+1,m-distance on 𝔛 and we say that x is a realization of this distance in 𝔛. The set of G_k+1,m-distances on 𝔛 is f_G_k+1,m(𝔛) and we denote it by Δ(G_k+1,m, 𝔛). ","G_k+1,m;G_k+1,m","[Graph Distances] The value f_G_k+1,m( x) is called the B_MATH_TERM-distance ofx. When we restrict our domain to some set𝔛⊆ℝ^d(k+1), we callf_G_k+1,m(x)a B_MATH_TERM-distance on 𝔛 and we say that x is a realization of this distance in 𝔛. The set of G_k+1,m-distances on 𝔛 is f_G_k+1,m(𝔛) and we denote it by Δ(G_k+1,m, 𝔛). ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SCCG;MIS,"\label{countmisthm}
Let $G$ be a \emph{SCCG}. Then, $G$ has exactly 
\[
|\mathcal{I}|+ \prod_{i=1}^{sc(G)} |C_i -W_i|+\sum_{m=1}^M \prod_{C_i \in S(I_m)} |C_i - W_i|
\]
maximal independent sets, where $\mathcal{I}$ is the family of all independent sets of $\mathcal{W}$ that are \emph{MIS}s of $G.$
",/home/shufan/que_tex/1408.2593.tex,theorem + \emph{},"
Let G be a SCCG. Then, G has exactly 

    |ℐ|+ ∏_i=1^sc(G) |C_i -W_i|+∑_m=1^M ∏_C_i ∈ S(I_m) |C_i - W_i|

maximal independent sets, where ℐ is the family of all independent sets of 𝒲 that are MISs of G.
",SCCG;MIS,"
Let G be a B_MATH_TERM. Then, G has exactly 

    |ℐ|+ ∏_i=1^sc(G) |C_i -W_i|+∑_m=1^M ∏_C_i ∈ S(I_m) |C_i - W_i|

maximal independent sets, where ℐ is the family of all independent sets of 𝒲 that are B_MATH_TERMs of G.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SCCG,"\label{thmGabriella}
Let $G$ be a \emph{SCCG}. Then, $wcdim(G)=sc(G)$.
",/home/shufan/que_tex/1408.2593.tex,theorem + \emph{},"
Let G be a SCCG. Then, wcdim(G)=sc(G).
",SCCG,"
Let G be a B_MATH_TERM. Then, wcdim(G)=sc(G).
",O O O O O O O
MIS,"
Let $G$ be a graph and $L \subset V(G)$. The set $L$ is independent if no two vertices in $L$ are adjacent. If $L$ is not properly contained in any independent set of $G$, then we say that $L$ is a maximal independent set (\emph{MIS}) of $G$. 
",/home/shufan/que_tex/1408.2593.tex,definition + \emph{},"
Let G be a graph and L ⊂ V(G). The set L is independent if no two vertices in L are adjacent. If L is not properly contained in any independent set of G, then we say that L is a maximal independent set (MIS) of G. 
",MIS,"
Let G be a graph and L ⊂ V(G). The set L is independent if no two vertices in L are adjacent. If L is not properly contained in any independent set of G, then we say that L is a maximal independent set (B_MATH_TERM) of G. 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SCCG,"\label{defSCCG}
A graph $G$ is a simplicial clique covered graph (\emph{SCCG}) if $\mathcal{C}(G) \neq \emptyset$ and $\mathcal{C}(G)$ is a clique covering of $G$.
",/home/shufan/que_tex/1408.2593.tex,definition + \emph{},"
A graph G is a simplicial clique covered graph (SCCG) if 𝒞(G) ≠∅ and 𝒞(G) is a clique covering of G.
",SCCG,"
A graph G is a simplicial clique covered graph (B_MATH_TERM) if 𝒞(G) ≠∅ and 𝒞(G) is a clique covering of G.
",O O O O O O O O O O O O O O O O O O O O O
SCCG,"
Let \(G\) be a \emph{SCCG}. 
\begin{enumerate}
\item The connection set, $\mathcal{W}$, of $G$ is the set of vertices that belong to at least two simplicial cliques of $G$.
\item For an independent set $I_m \subset \mathcal{W},$ $S(I_m)$ is the set of all simplicial cliques that are not contained in the closed neighborhood of $I_m$ and $s_m:=|S(I_m)|.$
\item $\overline{S}(I_m)$ is the complement of $S(I_m)\) in \(\mathcal{C}(G)$.
\item For each $C_i\in \mathcal{C}(G)$, $W_i:=C_i\cap \mathcal{W}.$ 
\end{enumerate}
",/home/shufan/que_tex/1408.2593.tex,definition + \emph{},"
Let G be a SCCG. 


  * The connection set, 𝒲, of G is the set of vertices that belong to at least two simplicial cliques of G.

  * For an independent set I_m ⊂𝒲, S(I_m) is the set of all simplicial cliques that are not contained in the closed neighborhood of I_m and s_m:=|S(I_m)|.

  * S(I_m) is the complement of S(I_m) in 𝒞(G).

  *  For eachC_i∈𝒞(G),W_i:=C_i∩𝒲.",SCCG,"
Let G be a B_MATH_TERM. 


  * The connection set, 𝒲, of G is the set of vertices that belong to at least two simplicial cliques of G.

  * For an independent set I_m ⊂𝒲, S(I_m) is the set of all simplicial cliques that are not contained in the closed neighborhood of I_m and s_m:=|S(I_m)|.

  * S(I_m) is the complement of S(I_m) in 𝒞(G).

  *  For eachC_i∈𝒞(G),W_i:=C_i∩𝒲.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SCS,"\label{defsum}
Let $G_1$ and $G_2$ be sugraphs of a graph $\mathcal{G}$ such that $\mathcal{C}(G_1)$ and $\mathcal{C}(G_2)$ are non-empty. We say that $\mathcal{G}$ is the simplicial clique sum (\emph{SCS}) of $G_1$ and $G_2$ if
\begin{enumerate}
\item $V(G_1) \cup V(G_2)=V(\mathcal{G}),$
\item $E(G_1) \cup E(G_2)=E(\mathcal{G}),$ and
\item $V(G_1) \cap V(G_2)$ is a simplicial clique of $G_1$, $G_2$ and $\mathcal{G}$.
\end{enumerate}
",/home/shufan/que_tex/1408.2593.tex,definition + \emph{},"
Let G_1 and G_2 be sugraphs of a graph 𝒢 such that 𝒞(G_1) and 𝒞(G_2) are non-empty. We say that 𝒢 is the simplicial clique sum (SCS) of G_1 and G_2 if


  * V(G_1) ∪ V(G_2)=V(𝒢),

  * E(G_1) ∪ E(G_2)=E(𝒢), and

  * V(G_1) ∩ V(G_2) is a simplicial clique of G_1, G_2 and 𝒢.

",SCS,"
Let G_1 and G_2 be sugraphs of a graph 𝒢 such that 𝒞(G_1) and 𝒞(G_2) are non-empty. We say that 𝒢 is the simplicial clique sum (B_MATH_TERM) of G_1 and G_2 if


  * V(G_1) ∪ V(G_2)=V(𝒢),

  * E(G_1) ∪ E(G_2)=E(𝒢), and

  * V(G_1) ∩ V(G_2) is a simplicial clique of G_1, G_2 and 𝒢.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
reflections,"[{{\cite[Lem.~2]{Carter}, 
\cite[Thm.~1]{Scherk},
\cite[Thm.~1]{Dieudonne}}}]
\label{thm:linear}
If $G$ is 
\begin{compactenum}[\quad (a)]
\item a finite real reflection group, or 
\item the real orthogonal group $O_n(\RR)$, or
\item the general linear group $\GL(V)$ of a finite-dimensional vector space $V$, 
\end{compactenum}
and $R$ is the set of elements in $G$ that fix a hyperplane pointwise (the \emph{reflections}), then the reflection length
$\ell_R(g)$ of any element $g$ in $G$ is equal to $\dim \im(g - 1) = \codim \ker(g - 1)$.
",/home/shufan/que_tex/AffineFactorizations.tex,theorem + \emph{},"[<cit.>, 
<cit.>,
<cit.>]

If G is 
[  (a)]

  * a finite real reflection group, or 

  * the real orthogonal group O_n(), or

  * the general linear group (V) of a finite-dimensional vector space V, 

and R is the set of elements in G that fix a hyperplane pointwise (the reflections), then the reflection length
ℓ_R(g) of any element g in G is equal to (g - 1) = (g - 1).
",reflections,"[<cit.>, 
<cit.>,
<cit.>]

If G is 
[  (a)]

  * a finite real reflection group, or 

  * the real orthogonal group O_n(), or

  * the general linear group (V) of a finite-dimensional vector space V, 

and R is the set of elements in G that fix a hyperplane pointwise (the B_MATH_TERM), then the reflection length
ℓ_R(g) of any element g in G is equal to (g - 1) = (g - 1).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
elliptic;hyperbolic;parabolic,"
\label{def:tripartite}
When $|\FF| > 2$, we say that an element $\gg$ of $\GA(\VV)$ is
\begin{compactitem}
\item \emph{elliptic}, if $\gg$ fixes any point of $\VV$ (equivalently, if $\fixaff(\gg)$ is nonempty);
\item \emph{hyperbolic}, if $\gg$ is a nontrivial translation (equivalently, if $\mov(\gg) = \{\lambda\}$ for $\lambda \neq 0$, or if $\fixaff(\gg) = \varnothing$ and $\fixlin(\gg) = V$); and
\item \emph{parabolic}, otherwise.
\end{compactitem}
",/home/shufan/que_tex/AffineFactorizations.tex,definition + \emph{},"

When || > 2, we say that an element ≫ of () is


  * elliptic, if ≫ fixes any point of  (equivalently, if (≫) is nonempty);

  * hyperbolic, if ≫ is a nontrivial translation (equivalently, if (≫) = {λ} for λ≠ 0, or if (≫) = ∅ and (≫) = V); and

  * parabolic, otherwise.

",elliptic;hyperbolic;parabolic,"

When || > 2, we say that an element ≫ of () is


  * B_MATH_TERM, if ≫ fixes any point of  (equivalently, if (≫) is nonempty);

  * B_MATH_TERM, if ≫ is a nontrivial translation (equivalently, if (≫) = {λ} for λ≠ 0, or if (≫) = ∅ and (≫) = V); and

  * B_MATH_TERM, otherwise.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
elliptic;hyperbolic;parabolic,"
\label{def:tripartite for F_2}

For any field $\FF$, we say that an element $\gg$ of $\GA(\VV)$ is
\begin{compactitem}
\item \emph{elliptic}, if $\gg$ fixes any point of $\VV$;
\item \emph{hyperbolic}, if $\fixaff(\gg) = \varnothing$ and $(a + \fixlin(\gg)) \cup (\gg(a) + \fixlin(\gg)) = \VV$ for every point $a$ in $\VV$; and
\item \emph{parabolic}, otherwise.
\end{compactitem}
",/home/shufan/que_tex/AffineFactorizations.tex,definition + \emph{},"


For any field , we say that an element ≫ of () is


  * elliptic, if ≫ fixes any point of ;

  * hyperbolic, if (≫) = ∅ and (a + (≫)) ∪ (≫(a) + (≫)) = for every point a in ; and

  * parabolic, otherwise.

",elliptic;hyperbolic;parabolic,"


For any field , we say that an element ≫ of () is


  * B_MATH_TERM, if ≫ fixes any point of ;

  * B_MATH_TERM, if (≫) = ∅ and (a + (≫)) ∪ (≫(a) + (≫)) = for every point a in ; and

  * B_MATH_TERM, otherwise.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
restricted,"\label{def:res}
The graph $g$ is
$\E_1$-\emph{restricted} iff 
\begin{itemize}
\item[i] for every vertex $v\in g$ there is one maximal connected local graph $h \in \E_1$ satisfying
  $I_1(h)^{\pi_{1v}}(g)=1$ and
\item[ii] all the other local invariants in $\E_1$ at $v$ can be obtained by
  $I_1(k)^{\pi_{1v}}(g)=I_1(k)(h)$.
\end{itemize}
",/home/shufan/que_tex/pap2a.tex,definition + \emph{},"
The graph g is
_1-restricted iff 


  i for every vertex v∈ g there is one maximal connected local graph h ∈_1 satisfying
  I_1(h)^π_1v(g)=1 and

  ii all the other local invariants in _1 at v can be obtained by
  I_1(k)^π_1v(g)=I_1(k)(h).

",restricted,"
The graph g is
_1-B_MATH_TERM iff 


  i for every vertex v∈ g there is one maximal connected local graph h ∈_1 satisfying
  I_1(h)^π_1v(g)=1 and

  ii all the other local invariants in _1 at v can be obtained by
  I_1(k)^π_1v(g)=I_1(k)(h).

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
